Agent Number,Epsilon,Trendsetter %,Beta,Weight,Trial,Percent of A,Percent of B
100,0.15,2,0.4,"[0, 1, 0]",5,92.0,8.0
100,0.15,2,0.4,"[0, 0, 1]",1,0.0,100.0
100,0.15,2,0.4,"[0, 0, 1]",2,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",5,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",1,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",2,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",4,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",5,100.0,0.0
100,0.15,2,0.5,"[0, 1, 0]",1,86.0,14.000000000000002
100,0.15,2,0.5,"[0, 1, 0]",2,86.0,14.000000000000002
100,0.15,2,0.5,"[0, 1, 0]",3,89.0,11.0
100,0.15,2,0.5,"[0, 1, 0]",4,93.0,7.000000000000001
100,0.15,2,0.5,"[0, 1, 0]",5,92.0,8.0
100,0.15,2,0.5,"[0, 0, 1]",1,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",2,0.0,100.0
100,0.15,2,0.5,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.1,"[0, 1, 0]",1,89.0,11.0
100,0.15,4,0.1,"[0, 1, 0]",2,95.0,5.0
100,0.15,4,0.1,"[0, 1, 0]",3,85.0,15.0
100,0.15,4,0.1,"[0, 1, 0]",4,92.0,8.0
100,0.15,4,0.1,"[0, 1, 0]",5,87.0,13.0
100,0.15,4,0.1,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.2,"[0, 1, 0]",1,93.0,7.000000000000001
100,0.15,4,0.2,"[0, 1, 0]",2,85.0,15.0
100,0.15,4,0.2,"[0, 1, 0]",3,88.0,12.0
100,0.15,4,0.2,"[0, 1, 0]",4,91.0,9.0
100,0.15,4,0.2,"[0, 1, 0]",5,84.0,16.0
100,0.15,4,0.2,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.3,"[0, 1, 0]",1,87.0,13.0
100,0.15,4,0.3,"[0, 1, 0]",2,86.0,14.000000000000002
100,0.15,4,0.3,"[0, 1, 0]",3,91.0,9.0
100,0.15,4,0.3,"[0, 1, 0]",4,87.0,13.0
100,0.15,4,0.3,"[0, 1, 0]",5,80.0,20.0
100,0.15,4,0.3,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.4,"[0, 1, 0]",1,90.0,10.0
100,0.15,4,0.4,"[0, 1, 0]",2,89.0,11.0
100,0.15,4,0.4,"[0, 1, 0]",3,88.0,12.0
100,0.15,4,0.4,"[0, 1, 0]",4,90.0,10.0
100,0.15,4,0.4,"[0, 1, 0]",5,89.0,11.0
100,0.15,4,0.4,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.5,"[0, 1, 0]",1,87.0,13.0
100,0.15,4,0.5,"[0, 1, 0]",2,88.0,12.0
100,0.15,4,0.5,"[0, 1, 0]",3,85.0,15.0
100,0.15,4,0.5,"[0, 1, 0]",4,86.0,14.000000000000002
100,0.15,4,0.5,"[0, 1, 0]",5,84.0,16.0
100,0.15,4,0.5,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.1,"[0, 1, 0]",1,89.0,11.0
100,0.15,6,0.1,"[0, 1, 0]",2,85.0,15.0
100,0.15,6,0.1,"[0, 1, 0]",3,82.0,18.0
100,0.15,6,0.1,"[0, 1, 0]",4,86.0,14.000000000000002
100,0.15,6,0.1,"[0, 1, 0]",5,85.0,15.0
100,0.15,6,0.1,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.2,"[0, 1, 0]",1,79.0,21.0
100,0.15,6,0.2,"[0, 1, 0]",2,84.0,16.0
100,0.15,6,0.2,"[0, 1, 0]",3,86.0,14.000000000000002
100,0.15,6,0.2,"[0, 1, 0]",4,89.0,11.0
100,0.15,6,0.2,"[0, 1, 0]",5,83.0,17.0
100,0.15,6,0.2,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.3,"[0, 1, 0]",1,84.0,16.0
100,0.15,6,0.3,"[0, 1, 0]",2,90.0,10.0
100,0.15,6,0.3,"[0, 1, 0]",3,84.0,16.0
100,0.15,6,0.3,"[0, 1, 0]",4,89.0,11.0
100,0.15,6,0.3,"[0, 1, 0]",5,86.0,14.000000000000002
100,0.15,6,0.3,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.1,"[1, 0, 0]",1,100.0,0.0
100,0.15,2,0.1,"[1, 0, 0]",2,100.0,0.0
100,0.15,2,0.1,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.1,"[1, 0, 0]",4,100.0,0.0
100,0.15,2,0.1,"[1, 0, 0]",5,100.0,0.0
100,0.15,2,0.1,"[0, 1, 0]",1,86.0,14.000000000000002
100,0.15,2,0.1,"[0, 1, 0]",2,90.0,10.0
100,0.15,2,0.1,"[0, 1, 0]",3,85.0,15.0
100,0.15,2,0.1,"[0, 1, 0]",4,92.0,8.0
100,0.15,2,0.1,"[0, 1, 0]",5,87.0,13.0
100,0.15,2,0.1,"[0, 0, 1]",1,100.0,0.0
100,0.15,2,0.1,"[0, 0, 1]",2,100.0,0.0
100,0.15,2,0.1,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.1,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.1,"[0, 0, 1]",5,100.0,0.0
100,0.15,2,0.2,"[1, 0, 0]",1,100.0,0.0
100,0.15,2,0.2,"[1, 0, 0]",2,100.0,0.0
100,0.15,2,0.2,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.2,"[1, 0, 0]",4,100.0,0.0
100,0.15,2,0.2,"[1, 0, 0]",5,100.0,0.0
100,0.15,2,0.2,"[0, 1, 0]",1,90.0,10.0
100,0.15,2,0.2,"[0, 1, 0]",2,88.0,12.0
100,0.15,2,0.2,"[0, 1, 0]",3,85.0,15.0
100,0.15,2,0.2,"[0, 1, 0]",4,91.0,9.0
100,0.15,2,0.2,"[0, 1, 0]",5,92.0,8.0
100,0.15,2,0.2,"[0, 0, 1]",1,100.0,0.0
100,0.15,2,0.2,"[0, 0, 1]",2,100.0,0.0
100,0.15,2,0.2,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.2,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.2,"[0, 0, 1]",5,0.0,100.0
100,0.15,2,0.3,"[1, 0, 0]",1,100.0,0.0
100,0.15,2,0.3,"[1, 0, 0]",2,100.0,0.0
100,0.15,2,0.3,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.3,"[1, 0, 0]",4,100.0,0.0
100,0.15,2,0.3,"[1, 0, 0]",5,100.0,0.0
100,0.15,2,0.3,"[0, 1, 0]",1,86.0,14.000000000000002
100,0.15,2,0.3,"[0, 1, 0]",2,93.0,7.000000000000001
100,0.15,2,0.3,"[0, 1, 0]",3,93.0,7.000000000000001
100,0.15,2,0.3,"[0, 1, 0]",4,76.0,24.0
100,0.15,2,0.3,"[0, 1, 0]",5,93.0,7.000000000000001
100,0.15,2,0.3,"[0, 0, 1]",1,100.0,0.0
100,0.15,2,0.3,"[0, 0, 1]",2,100.0,0.0
100,0.15,2,0.3,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.3,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.3,"[0, 0, 1]",5,100.0,0.0
100,0.15,2,0.4,"[1, 0, 0]",1,100.0,0.0
100,0.15,2,0.4,"[1, 0, 0]",2,100.0,0.0
100,0.15,2,0.4,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.4,"[1, 0, 0]",4,100.0,0.0
100,0.15,2,0.4,"[1, 0, 0]",5,100.0,0.0
100,0.15,2,0.4,"[0, 1, 0]",1,88.0,12.0
100,0.15,2,0.4,"[0, 1, 0]",2,88.0,12.0
100,0.15,2,0.4,"[0, 1, 0]",3,93.0,7.000000000000001
100,0.15,2,0.4,"[0, 1, 0]",4,89.0,11.0
100,0.15,2,0.4,"[0, 1, 0]",5,93.0,7.000000000000001
100,0.15,2,0.4,"[0, 0, 1]",1,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",2,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.4,"[0, 0, 1]",5,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",1,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",2,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",3,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",4,100.0,0.0
100,0.15,2,0.5,"[1, 0, 0]",5,100.0,0.0
100,0.15,2,0.5,"[0, 1, 0]",1,93.0,7.000000000000001
100,0.15,2,0.5,"[0, 1, 0]",2,92.0,8.0
100,0.15,2,0.5,"[0, 1, 0]",3,92.0,8.0
100,0.15,2,0.5,"[0, 1, 0]",4,89.0,11.0
100,0.15,2,0.5,"[0, 1, 0]",5,93.0,7.000000000000001
100,0.15,2,0.5,"[0, 0, 1]",1,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",2,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",3,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",4,100.0,0.0
100,0.15,2,0.5,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.1,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.1,"[0, 1, 0]",1,87.0,13.0
100,0.15,4,0.1,"[0, 1, 0]",2,82.0,18.0
100,0.15,4,0.1,"[0, 1, 0]",3,89.0,11.0
100,0.15,4,0.1,"[0, 1, 0]",4,86.0,14.000000000000002
100,0.15,4,0.1,"[0, 1, 0]",5,85.0,15.0
100,0.15,4,0.1,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.1,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.2,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.2,"[0, 1, 0]",1,91.0,9.0
100,0.15,4,0.2,"[0, 1, 0]",2,83.0,17.0
100,0.15,4,0.2,"[0, 1, 0]",3,84.0,16.0
100,0.15,4,0.2,"[0, 1, 0]",4,89.0,11.0
100,0.15,4,0.2,"[0, 1, 0]",5,87.0,13.0
100,0.15,4,0.2,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.2,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.3,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.3,"[0, 1, 0]",1,88.0,12.0
100,0.15,4,0.3,"[0, 1, 0]",2,91.0,9.0
100,0.15,4,0.3,"[0, 1, 0]",3,88.0,12.0
100,0.15,4,0.3,"[0, 1, 0]",4,86.0,14.000000000000002
100,0.15,4,0.3,"[0, 1, 0]",5,86.0,14.000000000000002
100,0.15,4,0.3,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.3,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.4,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.4,"[0, 1, 0]",1,88.0,12.0
100,0.15,4,0.4,"[0, 1, 0]",2,87.0,13.0
100,0.15,4,0.4,"[0, 1, 0]",3,91.0,9.0
100,0.15,4,0.4,"[0, 1, 0]",4,88.0,12.0
100,0.15,4,0.4,"[0, 1, 0]",5,91.0,9.0
100,0.15,4,0.4,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.4,"[0, 0, 1]",5,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",1,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",2,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",3,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",4,100.0,0.0
100,0.15,4,0.5,"[1, 0, 0]",5,100.0,0.0
100,0.15,4,0.5,"[0, 1, 0]",1,85.0,15.0
100,0.15,4,0.5,"[0, 1, 0]",2,89.0,11.0
100,0.15,4,0.5,"[0, 1, 0]",3,84.0,16.0
100,0.15,4,0.5,"[0, 1, 0]",4,82.0,18.0
100,0.15,4,0.5,"[0, 1, 0]",5,88.0,12.0
100,0.15,4,0.5,"[0, 0, 1]",1,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",2,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",3,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",4,100.0,0.0
100,0.15,4,0.5,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.1,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.1,"[0, 1, 0]",1,91.0,9.0
100,0.15,6,0.1,"[0, 1, 0]",2,89.0,11.0
100,0.15,6,0.1,"[0, 1, 0]",3,84.0,16.0
100,0.15,6,0.1,"[0, 1, 0]",4,88.0,12.0
100,0.15,6,0.1,"[0, 1, 0]",5,88.0,12.0
100,0.15,6,0.1,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.1,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.2,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.2,"[0, 1, 0]",1,90.0,10.0
100,0.15,6,0.2,"[0, 1, 0]",2,85.0,15.0
100,0.15,6,0.2,"[0, 1, 0]",3,87.0,13.0
100,0.15,6,0.2,"[0, 1, 0]",4,85.0,15.0
100,0.15,6,0.2,"[0, 1, 0]",5,87.0,13.0
100,0.15,6,0.2,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.2,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.3,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.3,"[0, 1, 0]",1,88.0,12.0
100,0.15,6,0.3,"[0, 1, 0]",2,85.0,15.0
100,0.15,6,0.3,"[0, 1, 0]",3,83.0,17.0
100,0.15,6,0.3,"[0, 1, 0]",4,84.0,16.0
100,0.15,6,0.3,"[0, 1, 0]",5,89.0,11.0
100,0.15,6,0.3,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.3,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.4,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.4,"[0, 1, 0]",1,91.0,9.0
100,0.15,6,0.4,"[0, 1, 0]",2,84.0,16.0
100,0.15,6,0.4,"[0, 1, 0]",3,85.0,15.0
100,0.15,6,0.4,"[0, 1, 0]",4,84.0,16.0
100,0.15,6,0.4,"[0, 1, 0]",5,90.0,10.0
100,0.15,6,0.4,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.4,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.4,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.4,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.4,"[0, 0, 1]",5,100.0,0.0
100,0.15,6,0.5,"[1, 0, 0]",1,100.0,0.0
100,0.15,6,0.5,"[1, 0, 0]",2,100.0,0.0
100,0.15,6,0.5,"[1, 0, 0]",3,100.0,0.0
100,0.15,6,0.5,"[1, 0, 0]",4,100.0,0.0
100,0.15,6,0.5,"[1, 0, 0]",5,100.0,0.0
100,0.15,6,0.5,"[0, 1, 0]",1,82.0,18.0
100,0.15,6,0.5,"[0, 1, 0]",2,89.0,11.0
100,0.15,6,0.5,"[0, 1, 0]",3,87.0,13.0
100,0.15,6,0.5,"[0, 1, 0]",4,82.0,18.0
100,0.15,6,0.5,"[0, 1, 0]",5,83.0,17.0
100,0.15,6,0.5,"[0, 0, 1]",1,100.0,0.0
100,0.15,6,0.5,"[0, 0, 1]",2,100.0,0.0
100,0.15,6,0.5,"[0, 0, 1]",3,100.0,0.0
100,0.15,6,0.5,"[0, 0, 1]",4,100.0,0.0
100,0.15,6,0.5,"[0, 0, 1]",5,100.0,0.0
100,0.15,8,0.1,"[1, 0, 0]",1,100.0,0.0
100,0.15,8,0.1,"[1, 0, 0]",2,100.0,0.0
100,0.15,8,0.1,"[1, 0, 0]",3,100.0,0.0
100,0.15,8,0.1,"[1, 0, 0]",4,100.0,0.0
100,0.15,8,0.1,"[1, 0, 0]",5,100.0,0.0
100,0.15,8,0.1,"[0, 1, 0]",1,85.0,15.0
100,0.15,8,0.1,"[0, 1, 0]",2,84.0,16.0
100,0.15,8,0.1,"[0, 1, 0]",3,82.0,18.0
100,0.15,8,0.1,"[0, 1, 0]",4,81.0,19.0
100,0.15,8,0.1,"[0, 1, 0]",5,83.0,17.0
100,0.15,8,0.1,"[0, 0, 1]",1,100.0,0.0
100,0.15,8,0.1,"[0, 0, 1]",2,100.0,0.0
100,0.15,8,0.1,"[0, 0, 1]",3,100.0,0.0
100,0.15,8,0.1,"[0, 0, 1]",4,100.0,0.0
100,0.15,8,0.1,"[0, 0, 1]",5,100.0,0.0
100,0.15,8,0.2,"[1, 0, 0]",1,100.0,0.0
100,0.15,8,0.2,"[1, 0, 0]",2,100.0,0.0
100,0.15,8,0.2,"[1, 0, 0]",3,100.0,0.0
100,0.15,8,0.2,"[1, 0, 0]",4,100.0,0.0
100,0.15,8,0.2,"[1, 0, 0]",5,100.0,0.0
100,0.15,8,0.2,"[0, 1, 0]",1,86.0,14.000000000000002
100,0.15,8,0.2,"[0, 1, 0]",2,86.0,14.000000000000002
100,0.15,8,0.2,"[0, 1, 0]",3,83.0,17.0
100,0.15,8,0.2,"[0, 1, 0]",4,85.0,15.0
100,0.15,8,0.2,"[0, 1, 0]",5,82.0,18.0
100,0.15,8,0.2,"[0, 0, 1]",1,100.0,0.0
100,0.15,8,0.2,"[0, 0, 1]",2,100.0,0.0
100,0.15,8,0.2,"[0, 0, 1]",3,100.0,0.0
100,0.15,8,0.2,"[0, 0, 1]",4,100.0,0.0
100,0.15,8,0.2,"[0, 0, 1]",5,30.0,70.0
100,0.15,8,0.3,"[1, 0, 0]",1,100.0,0.0
100,0.15,8,0.3,"[1, 0, 0]",2,100.0,0.0
100,0.15,8,0.3,"[1, 0, 0]",3,100.0,0.0
100,0.15,8,0.3,"[1, 0, 0]",4,100.0,0.0
100,0.15,8,0.3,"[1, 0, 0]",5,100.0,0.0
100,0.15,8,0.3,"[0, 1, 0]",1,82.0,18.0
100,0.15,8,0.3,"[0, 1, 0]",2,82.0,18.0
100,0.15,8,0.3,"[0, 1, 0]",3,84.0,16.0
100,0.15,8,0.3,"[0, 1, 0]",4,83.0,17.0
100,0.15,8,0.3,"[0, 1, 0]",5,82.0,18.0
100,0.15,8,0.3,"[0, 0, 1]",1,100.0,0.0
100,0.15,8,0.3,"[0, 0, 1]",2,100.0,0.0
100,0.15,8,0.3,"[0, 0, 1]",3,100.0,0.0
100,0.15,8,0.3,"[0, 0, 1]",4,100.0,0.0
100,0.15,8,0.3,"[0, 0, 1]",5,100.0,0.0
100,0.15,8,0.4,"[1, 0, 0]",1,100.0,0.0
100,0.15,8,0.4,"[1, 0, 0]",2,100.0,0.0
100,0.15,8,0.4,"[1, 0, 0]",3,100.0,0.0
100,0.15,8,0.4,"[1, 0, 0]",4,100.0,0.0
100,0.15,8,0.4,"[1, 0, 0]",5,100.0,0.0
100,0.15,8,0.4,"[0, 1, 0]",1,84.0,16.0
